timestamp, clocks.current.sm [MHz], temperature.gpu, power.draw [W], utilization.gpu [%], utilization.memory [%]
2026/07/19 10:15:25.378, 2055 MHz, 61, 12.93 W, 0 %, 0 %
2026/07/19 10:15:25.583, 2055 MHz, 61, 12.93 W, 0 %, 0 %
2026/07/19 10:15:25.791, 2055 MHz, 61, 12.93 W, 0 %, 0 %
2026/07/19 10:15:25.992, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:15:26.573, 2055 MHz, 60, 10.43 W, 0 %, 0 %
2026/07/19 10:15:26.778, 2055 MHz, 60, 10.43 W, 0 %, 0 %
2026/07/19 10:15:26.979, 2055 MHz, 61, 14.33 W, 0 %, 0 %
2026/07/19 10:15:27.191, 2055 MHz, 61, 14.33 W, 0 %, 0 %
2026/07/19 10:15:27.392, 2055 MHz, 61, 14.33 W, 0 %, 0 %
2026/07/19 10:15:27.603, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:15:28.279, 2055 MHz, 60, 12.04 W, 0 %, 0 %
2026/07/19 10:15:28.485, 2055 MHz, 60, 12.04 W, 0 %, 0 %
2026/07/19 10:15:28.699, 2055 MHz, 61, 12.80 W, 0 %, 0 %
2026/07/19 10:15:28.909, 2055 MHz, 61, 12.80 W, 0 %, 0 %
2026/07/19 10:15:29.114, 2055 MHz, 61, 12.80 W, 0 %, 0 %
2026/07/19 10:15:29.319, 2055 MHz, 61, 14.10 W, 0 %, 0 %
2026/07/19 10:15:29.530, 2055 MHz, 61, 14.10 W, 0 %, 0 %
2026/07/19 10:15:29.737, 2055 MHz, 61, 14.25 W, 0 %, 0 %
2026/07/19 10:15:29.937, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:15:30.462, 2055 MHz, 60, 10.53 W, 0 %, 0 %
2026/07/19 10:15:30.666, 2055 MHz, 60, 10.53 W, 0 %, 0 %
2026/07/19 10:15:30.873, 2055 MHz, 61, 13.43 W, 0 %, 0 %
2026/07/19 10:15:31.076, 2055 MHz, 61, 13.43 W, 0 %, 0 %
2026/07/19 10:15:31.288, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:15:31.816, 2055 MHz, 60, 12.46 W, 0 %, 0 %
2026/07/19 10:15:32.030, 2055 MHz, 60, 12.46 W, 0 %, 0 %
2026/07/19 10:15:32.239, 2055 MHz, 61, 14.22 W, 0 %, 0 %
2026/07/19 10:15:32.451, 2055 MHz, 61, 14.22 W, 0 %, 0 %
2026/07/19 10:15:32.651, 2055 MHz, 61, 14.22 W, 0 %, 0 %
2026/07/19 10:15:32.858, 2055 MHz, 61, 14.17 W, 0 %, 0 %
2026/07/19 10:15:33.059, 2055 MHz, 61, 14.17 W, 0 %, 0 %
2026/07/19 10:15:33.271, 2055 MHz, 61, 14.33 W, 0 %, 0 %
2026/07/19 10:15:33.478, 2055 MHz, 61, 14.33 W, 0 %, 0 %
2026/07/19 10:15:33.689, 2055 MHz, 61, 14.27 W, 0 %, 0 %
2026/07/19 10:15:33.889, 2055 MHz, 61, 14.27 W, 0 %, 0 %
2026/07/19 10:15:34.102, 2055 MHz, 61, 14.27 W, 0 %, 0 %
2026/07/19 10:15:34.318, 2055 MHz, 61, 14.22 W, 0 %, 0 %
2026/07/19 10:15:34.526, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:15:35.067, 2055 MHz, 60, 12.23 W, 0 %, 0 %
2026/07/19 10:15:35.279, 2055 MHz, 60, 12.23 W, 0 %, 0 %
2026/07/19 10:15:35.485, 2055 MHz, 61, 13.46 W, 0 %, 0 %
2026/07/19 10:15:35.689, 2055 MHz, 61, 13.46 W, 0 %, 0 %
2026/07/19 10:15:35.893, 2055 MHz, 61, 13.46 W, 0 %, 0 %
2026/07/19 10:15:36.101, 1380 MHz, 48, 14.94 W, 0 %, 0 %
2026/07/19 10:15:36.732, 2055 MHz, 60, 12.55 W, 0 %, 0 %
2026/07/19 10:15:36.937, 2055 MHz, 60, 12.55 W, 0 %, 0 %
2026/07/19 10:15:37.148, 2055 MHz, 61, 14.20 W, 0 %, 0 %
2026/07/19 10:15:37.363, 2055 MHz, 61, 14.20 W, 0 %, 0 %
2026/07/19 10:15:37.568, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:15:38.269, 2055 MHz, 60, 12.45 W, 0 %, 0 %
2026/07/19 10:15:38.473, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:15:39.105, 2055 MHz, 60, 10.53 W, 0 %, 0 %
2026/07/19 10:15:39.313, 2055 MHz, 60, 10.53 W, 0 %, 0 %
2026/07/19 10:15:39.519, 2055 MHz, 61, 14.25 W, 0 %, 0 %
2026/07/19 10:15:39.733, 2055 MHz, 61, 14.25 W, 0 %, 0 %
2026/07/19 10:15:39.943, 2055 MHz, 61, 14.25 W, 0 %, 0 %
2026/07/19 10:15:40.152, 2055 MHz, 61, 14.36 W, 0 %, 0 %
2026/07/19 10:15:40.352, 2055 MHz, 61, 14.36 W, 0 %, 0 %
2026/07/19 10:15:40.566, 2055 MHz, 61, 14.27 W, 0 %, 0 %
2026/07/19 10:15:40.769, 2055 MHz, 61, 14.27 W, 0 %, 0 %
2026/07/19 10:15:40.984, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:15:41.631, 2055 MHz, 60, 10.27 W, 0 %, 0 %
2026/07/19 10:15:41.832, 2055 MHz, 60, 10.27 W, 0 %, 0 %
2026/07/19 10:15:42.033, 2055 MHz, 61, 14.25 W, 0 %, 0 %
2026/07/19 10:15:42.247, 2055 MHz, 61, 14.25 W, 0 %, 0 %
2026/07/19 10:15:42.460, 2055 MHz, 61, 14.25 W, 0 %, 0 %
2026/07/19 10:15:42.669, 2055 MHz, 61, 14.23 W, 0 %, 0 %
2026/07/19 10:15:42.871, 2055 MHz, 61, 14.23 W, 0 %, 0 %
2026/07/19 10:15:43.077, 2055 MHz, 61, 14.27 W, 0 %, 0 %
2026/07/19 10:15:43.287, 2055 MHz, 61, 14.27 W, 0 %, 0 %
2026/07/19 10:15:43.495, 2055 MHz, 61, 14.27 W, 0 %, 0 %
2026/07/19 10:15:43.698, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:15:44.355, 2055 MHz, 60, 12.17 W, 0 %, 0 %
2026/07/19 10:15:44.565, 2055 MHz, 60, 12.17 W, 0 %, 0 %
2026/07/19 10:15:44.767, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:15:45.452, 2055 MHz, 60, 12.42 W, 0 %, 0 %
2026/07/19 10:15:45.652, 2055 MHz, 60, 12.42 W, 0 %, 0 %
2026/07/19 10:15:45.862, 2055 MHz, 61, 14.25 W, 0 %, 0 %
2026/07/19 10:15:46.077, 2055 MHz, 61, 14.25 W, 0 %, 0 %
2026/07/19 10:15:46.278, 2055 MHz, 61, 14.25 W, 0 %, 0 %
2026/07/19 10:15:46.486, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:15:47.127, 2055 MHz, 60, 10.21 W, 0 %, 0 %
2026/07/19 10:15:47.330, 2055 MHz, 60, 10.21 W, 0 %, 0 %
2026/07/19 10:15:47.531, 2055 MHz, 61, 12.88 W, 0 %, 0 %
2026/07/19 10:15:47.731, 2055 MHz, 61, 12.88 W, 0 %, 0 %
2026/07/19 10:15:47.942, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:15:48.670, 2055 MHz, 60, 12.37 W, 0 %, 0 %
2026/07/19 10:15:48.885, 2055 MHz, 60, 12.37 W, 0 %, 0 %
2026/07/19 10:15:49.089, 2055 MHz, 61, 12.77 W, 0 %, 0 %
2026/07/19 10:15:49.293, 2055 MHz, 61, 12.77 W, 0 %, 0 %
2026/07/19 10:15:49.497, 2055 MHz, 61, 12.77 W, 0 %, 0 %
2026/07/19 10:15:49.698, 2055 MHz, 61, 12.99 W, 0 %, 0 %
2026/07/19 10:15:49.906, 2055 MHz, 61, 12.99 W, 0 %, 0 %
2026/07/19 10:15:50.113, 2055 MHz, 61, 14.97 W, 0 %, 0 %
2026/07/19 10:15:50.315, 1380 MHz, 48, 590.01 W, 0 %, 0 %
2026/07/19 10:15:50.934, 2055 MHz, 60, 13.38 W, 0 %, 0 %
2026/07/19 10:15:51.135, 2055 MHz, 60, 13.38 W, 0 %, 0 %
2026/07/19 10:15:51.350, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:15:51.993, 2055 MHz, 60, 12.38 W, 0 %, 0 %
2026/07/19 10:15:52.202, 2055 MHz, 60, 12.38 W, 0 %, 0 %
2026/07/19 10:15:52.406, 2055 MHz, 61, 13.37 W, 0 %, 0 %
2026/07/19 10:15:52.608, 2055 MHz, 61, 13.37 W, 0 %, 0 %
2026/07/19 10:15:52.812, 2055 MHz, 61, 13.37 W, 0 %, 0 %
2026/07/19 10:15:53.023, 2055 MHz, 61, 14.40 W, 0 %, 0 %
2026/07/19 10:15:53.231, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:15:53.879, 2055 MHz, 60, 12.37 W, 0 %, 0 %
2026/07/19 10:15:54.090, 2055 MHz, 60, 12.37 W, 0 %, 0 %
2026/07/19 10:15:54.297, 2055 MHz, 61, 14.21 W, 0 %, 0 %
2026/07/19 10:15:54.507, 2055 MHz, 61, 14.21 W, 0 %, 0 %
2026/07/19 10:15:54.710, 2055 MHz, 61, 14.21 W, 0 %, 0 %
2026/07/19 10:15:54.925, 2055 MHz, 61, 14.06 W, 0 %, 0 %
2026/07/19 10:15:55.133, 2055 MHz, 61, 14.06 W, 0 %, 0 %
2026/07/19 10:15:55.339, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:15:56.079, 2055 MHz, 60, 12.20 W, 0 %, 0 %
2026/07/19 10:15:56.287, 2055 MHz, 60, 12.20 W, 0 %, 0 %
2026/07/19 10:15:56.503, 2055 MHz, 61, 14.25 W, 0 %, 0 %
2026/07/19 10:15:56.717, 2055 MHz, 61, 14.25 W, 0 %, 0 %
2026/07/19 10:15:56.923, 2055 MHz, 61, 14.25 W, 0 %, 0 %
2026/07/19 10:15:57.125, 2055 MHz, 61, 14.23 W, 0 %, 0 %
2026/07/19 10:15:57.337, 2055 MHz, 61, 14.23 W, 0 %, 0 %
2026/07/19 10:15:57.551, 2055 MHz, 61, 12.85 W, 0 %, 0 %
2026/07/19 10:15:57.763, 2055 MHz, 61, 12.85 W, 0 %, 0 %
2026/07/19 10:15:57.968, 2055 MHz, 61, 14.25 W, 0 %, 0 %
2026/07/19 10:15:58.169, 2055 MHz, 61, 14.25 W, 0 %, 0 %
2026/07/19 10:15:58.381, 2055 MHz, 61, 14.25 W, 0 %, 0 %
2026/07/19 10:15:58.588, 2055 MHz, 61, 14.43 W, 0 %, 0 %
2026/07/19 10:15:58.790, 2055 MHz, 61, 14.43 W, 0 %, 0 %
2026/07/19 10:15:58.999, 2055 MHz, 61, 14.20 W, 0 %, 0 %
2026/07/19 10:15:59.208, 2055 MHz, 61, 14.20 W, 0 %, 0 %
2026/07/19 10:15:59.418, 2055 MHz, 61, 14.20 W, 0 %, 0 %
2026/07/19 10:15:59.630, 2055 MHz, 61, 14.21 W, 0 %, 0 %
2026/07/19 10:15:59.835, 2055 MHz, 61, 14.21 W, 0 %, 0 %
2026/07/19 10:16:00.040, 2055 MHz, 61, 13.13 W, 0 %, 0 %
2026/07/19 10:16:00.252, 2055 MHz, 61, 13.13 W, 0 %, 0 %
2026/07/19 10:16:00.464, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:16:01.145, 2055 MHz, 60, 12.46 W, 0 %, 0 %
2026/07/19 10:16:01.348, 2055 MHz, 60, 12.46 W, 0 %, 0 %
2026/07/19 10:16:01.551, 2055 MHz, 61, 14.27 W, 0 %, 0 %
2026/07/19 10:16:01.753, 2055 MHz, 61, 14.27 W, 0 %, 0 %
2026/07/19 10:16:01.966, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:16:02.683, 2055 MHz, 60, 12.45 W, 0 %, 0 %
2026/07/19 10:16:02.885, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:16:03.571, 2055 MHz, 60, 10.39 W, 0 %, 0 %
2026/07/19 10:16:03.786, 2055 MHz, 60, 10.39 W, 0 %, 0 %
2026/07/19 10:16:03.994, 1380 MHz, 48, 14.96 W, 0 %, 0 %
2026/07/19 10:16:04.616, 2055 MHz, 60, 12.34 W, 0 %, 0 %
2026/07/19 10:16:04.824, 2055 MHz, 60, 12.34 W, 0 %, 0 %
2026/07/19 10:16:05.036, 2055 MHz, 60, 14.17 W, 0 %, 0 %
2026/07/19 10:16:05.242, 2055 MHz, 60, 14.17 W, 0 %, 0 %
2026/07/19 10:16:05.451, 2055 MHz, 60, 14.17 W, 0 %, 0 %
2026/07/19 10:16:05.654, 2055 MHz, 61, 12.89 W, 0 %, 0 %
2026/07/19 10:16:05.859, 2055 MHz, 61, 12.89 W, 0 %, 0 %
2026/07/19 10:16:06.074, 2055 MHz, 61, 12.90 W, 0 %, 0 %
2026/07/19 10:16:06.275, 2055 MHz, 61, 12.90 W, 0 %, 0 %
2026/07/19 10:16:06.485, 2055 MHz, 61, 14.35 W, 0 %, 0 %
2026/07/19 10:16:06.688, 2055 MHz, 61, 14.35 W, 0 %, 0 %
2026/07/19 10:16:06.892, 2055 MHz, 61, 14.35 W, 0 %, 0 %
2026/07/19 10:16:07.096, 2055 MHz, 61, 14.30 W, 0 %, 0 %
2026/07/19 10:16:07.297, 2055 MHz, 61, 14.30 W, 0 %, 0 %
2026/07/19 10:16:07.501, 2055 MHz, 61, 14.23 W, 0 %, 0 %
2026/07/19 10:16:07.705, 2055 MHz, 61, 14.23 W, 0 %, 0 %
2026/07/19 10:16:07.913, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:16:08.619, 2055 MHz, 60, 10.42 W, 0 %, 0 %
2026/07/19 10:16:08.821, 2055 MHz, 60, 10.42 W, 0 %, 0 %
2026/07/19 10:16:09.032, 2055 MHz, 61, 12.93 W, 0 %, 0 %
2026/07/19 10:16:09.233, 2055 MHz, 61, 12.93 W, 0 %, 0 %
2026/07/19 10:16:09.436, 2055 MHz, 61, 12.93 W, 0 %, 0 %
2026/07/19 10:16:09.637, 2055 MHz, 61, 13.95 W, 0 %, 0 %
2026/07/19 10:16:09.843, 2055 MHz, 61, 13.95 W, 0 %, 0 %
2026/07/19 10:16:10.046, 2055 MHz, 61, 14.24 W, 0 %, 0 %
2026/07/19 10:16:10.255, 2055 MHz, 61, 14.24 W, 0 %, 0 %
2026/07/19 10:16:10.464, 2055 MHz, 61, 14.24 W, 0 %, 0 %
2026/07/19 10:16:10.677, 2055 MHz, 61, 13.33 W, 0 %, 0 %
2026/07/19 10:16:10.881, 2055 MHz, 61, 13.33 W, 0 %, 0 %
2026/07/19 10:16:11.093, 1380 MHz, 48, 15.09 W, 0 %, 0 %
2026/07/19 10:16:11.710, 2055 MHz, 60, 10.62 W, 0 %, 0 %
2026/07/19 10:16:11.912, 2055 MHz, 60, 10.62 W, 0 %, 0 %
2026/07/19 10:16:12.120, 2055 MHz, 61, 12.93 W, 0 %, 0 %
2026/07/19 10:16:12.322, 2055 MHz, 61, 12.93 W, 0 %, 0 %
2026/07/19 10:16:12.527, 2055 MHz, 61, 12.93 W, 0 %, 0 %
2026/07/19 10:16:12.730, 2055 MHz, 61, 13.10 W, 0 %, 0 %
2026/07/19 10:16:12.934, 2055 MHz, 61, 13.10 W, 0 %, 0 %
2026/07/19 10:16:13.146, 2055 MHz, 61, 13.72 W, 0 %, 0 %
2026/07/19 10:16:13.348, 2055 MHz, 61, 13.72 W, 0 %, 0 %
2026/07/19 10:16:13.554, 2055 MHz, 61, 13.72 W, 0 %, 0 %
2026/07/19 10:16:13.769, 2055 MHz, 61, 12.99 W, 0 %, 0 %
2026/07/19 10:16:13.972, 2055 MHz, 61, 12.99 W, 0 %, 0 %
2026/07/19 10:16:14.181, 2055 MHz, 61, 12.85 W, 0 %, 0 %
2026/07/19 10:16:14.384, 2055 MHz, 61, 12.85 W, 0 %, 0 %
2026/07/19 10:16:14.592, 2055 MHz, 61, 14.25 W, 0 %, 0 %
2026/07/19 10:16:14.798, 2055 MHz, 61, 14.25 W, 0 %, 0 %
2026/07/19 10:16:15.003, 2055 MHz, 61, 14.25 W, 0 %, 0 %
2026/07/19 10:16:15.211, 2055 MHz, 61, 14.24 W, 0 %, 0 %
2026/07/19 10:16:15.419, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:16:16.055, 2055 MHz, 60, 10.55 W, 0 %, 0 %
2026/07/19 10:16:16.263, 2055 MHz, 60, 10.55 W, 0 %, 0 %
2026/07/19 10:16:16.468, 2055 MHz, 61, 12.84 W, 0 %, 0 %
2026/07/19 10:16:16.671, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:16:17.394, 2055 MHz, 60, 10.41 W, 0 %, 0 %
2026/07/19 10:16:17.595, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:16:18.262, 2055 MHz, 60, 10.63 W, 0 %, 0 %
2026/07/19 10:16:18.475, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:16:19.141, 2055 MHz, 60, 10.37 W, 0 %, 0 %
2026/07/19 10:16:19.344, 2055 MHz, 60, 10.37 W, 0 %, 0 %
2026/07/19 10:16:19.546, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:16:20.201, 2055 MHz, 60, 10.60 W, 0 %, 0 %
2026/07/19 10:16:20.404, 2055 MHz, 60, 10.60 W, 0 %, 0 %
2026/07/19 10:16:20.609, 2055 MHz, 61, 12.85 W, 0 %, 0 %
2026/07/19 10:16:20.812, 2055 MHz, 61, 12.85 W, 0 %, 0 %
2026/07/19 10:16:21.016, 2055 MHz, 61, 12.85 W, 0 %, 0 %
2026/07/19 10:16:21.222, 2055 MHz, 61, 12.89 W, 0 %, 0 %
2026/07/19 10:16:21.432, 2055 MHz, 61, 12.89 W, 0 %, 0 %
2026/07/19 10:16:21.637, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:16:22.321, 2055 MHz, 60, 13.08 W, 0 %, 0 %
2026/07/19 10:16:22.534, 2055 MHz, 60, 13.08 W, 0 %, 0 %
2026/07/19 10:16:22.741, 2055 MHz, 61, 12.86 W, 0 %, 0 %
2026/07/19 10:16:22.944, 2055 MHz, 61, 12.86 W, 0 %, 0 %
2026/07/19 10:16:23.159, 2055 MHz, 61, 12.86 W, 0 %, 0 %
2026/07/19 10:16:23.369, 2055 MHz, 61, 13.00 W, 0 %, 0 %
2026/07/19 10:16:23.584, 2055 MHz, 61, 13.00 W, 0 %, 0 %
2026/07/19 10:16:23.793, 2055 MHz, 61, 14.17 W, 0 %, 0 %
2026/07/19 10:16:23.998, 2055 MHz, 61, 14.17 W, 0 %, 0 %
2026/07/19 10:16:24.204, 2055 MHz, 61, 12.86 W, 0 %, 0 %
2026/07/19 10:16:24.407, 2055 MHz, 61, 12.86 W, 0 %, 0 %
2026/07/19 10:16:24.610, 2055 MHz, 61, 12.86 W, 0 %, 0 %
2026/07/19 10:16:24.810, 2055 MHz, 61, 12.87 W, 0 %, 0 %
2026/07/19 10:16:25.018, 2055 MHz, 61, 12.87 W, 0 %, 0 %
2026/07/19 10:16:25.220, 2055 MHz, 61, 12.97 W, 0 %, 0 %
2026/07/19 10:16:25.425, 2055 MHz, 61, 12.97 W, 0 %, 0 %
2026/07/19 10:16:25.628, 2055 MHz, 61, 12.97 W, 0 %, 0 %
2026/07/19 10:16:25.843, 2055 MHz, 61, 14.27 W, 0 %, 0 %
2026/07/19 10:16:26.046, 2055 MHz, 61, 14.27 W, 0 %, 0 %
2026/07/19 10:16:26.260, 2055 MHz, 61, 15.15 W, 0 %, 0 %
2026/07/19 10:16:26.468, 2055 MHz, 61, 15.15 W, 0 %, 0 %
2026/07/19 10:16:26.673, 2055 MHz, 61, 15.15 W, 0 %, 0 %
2026/07/19 10:16:26.888, 2055 MHz, 61, 13.00 W, 0 %, 0 %
2026/07/19 10:16:27.091, 2055 MHz, 61, 13.00 W, 0 %, 0 %
2026/07/19 10:16:27.295, 2055 MHz, 61, 13.21 W, 0 %, 0 %
2026/07/19 10:16:27.495, 2055 MHz, 61, 13.21 W, 0 %, 0 %
2026/07/19 10:16:27.698, 2055 MHz, 61, 12.94 W, 0 %, 0 %
2026/07/19 10:16:27.900, 2055 MHz, 61, 12.94 W, 0 %, 0 %
2026/07/19 10:16:28.102, 2055 MHz, 61, 12.94 W, 0 %, 0 %
2026/07/19 10:16:28.317, 1380 MHz, 48, 15.11 W, 0 %, 0 %
2026/07/19 10:16:28.959, 2055 MHz, 61, 10.66 W, 0 %, 0 %
2026/07/19 10:16:29.161, 2055 MHz, 61, 10.66 W, 0 %, 0 %
2026/07/19 10:16:29.367, 2055 MHz, 61, 12.86 W, 0 %, 0 %
2026/07/19 10:16:29.574, 2055 MHz, 61, 12.86 W, 0 %, 0 %
2026/07/19 10:16:29.775, 2055 MHz, 61, 12.86 W, 0 %, 0 %
2026/07/19 10:16:29.979, 2055 MHz, 61, 12.89 W, 0 %, 0 %
2026/07/19 10:16:30.187, 2055 MHz, 61, 12.89 W, 0 %, 0 %
2026/07/19 10:16:30.393, 2055 MHz, 61, 12.96 W, 0 %, 0 %
2026/07/19 10:16:30.599, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:16:31.148, 2055 MHz, 61, 11.79 W, 0 %, 0 %
2026/07/19 10:16:31.353, 2055 MHz, 61, 11.79 W, 0 %, 0 %
2026/07/19 10:16:31.554, 2055 MHz, 61, 12.98 W, 0 %, 0 %
2026/07/19 10:16:31.757, 2055 MHz, 61, 12.98 W, 0 %, 0 %
2026/07/19 10:16:31.959, 2055 MHz, 61, 12.98 W, 0 %, 0 %
2026/07/19 10:16:32.162, 2055 MHz, 61, 12.90 W, 0 %, 0 %
2026/07/19 10:16:32.373, 2055 MHz, 61, 12.90 W, 0 %, 0 %
2026/07/19 10:16:32.577, 2055 MHz, 61, 12.94 W, 0 %, 0 %
2026/07/19 10:16:32.779, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:16:33.316, 2055 MHz, 61, 10.54 W, 0 %, 0 %
2026/07/19 10:16:33.525, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:16:34.183, 2055 MHz, 61, 10.61 W, 0 %, 0 %
2026/07/19 10:16:34.384, 2055 MHz, 61, 10.61 W, 0 %, 0 %
2026/07/19 10:16:34.586, 2055 MHz, 61, 12.92 W, 0 %, 0 %
2026/07/19 10:16:34.789, 2055 MHz, 61, 12.92 W, 0 %, 0 %
2026/07/19 10:16:34.990, 2055 MHz, 61, 12.92 W, 0 %, 0 %
2026/07/19 10:16:35.205, 2055 MHz, 61, 12.92 W, 0 %, 0 %
2026/07/19 10:16:35.413, 2055 MHz, 61, 12.92 W, 0 %, 0 %
2026/07/19 10:16:35.614, 2055 MHz, 61, 12.93 W, 0 %, 0 %
2026/07/19 10:16:35.818, 2055 MHz, 61, 12.93 W, 0 %, 0 %
2026/07/19 10:16:36.029, 2055 MHz, 61, 12.93 W, 0 %, 0 %
2026/07/19 10:16:36.233, 2055 MHz, 61, 13.06 W, 0 %, 0 %
2026/07/19 10:16:36.438, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:16:37.169, 2055 MHz, 61, 10.66 W, 0 %, 0 %
2026/07/19 10:16:37.379, 2055 MHz, 61, 10.66 W, 0 %, 0 %
2026/07/19 10:16:37.585, 2055 MHz, 61, 13.03 W, 0 %, 0 %
2026/07/19 10:16:37.787, 2055 MHz, 61, 13.03 W, 0 %, 0 %
2026/07/19 10:16:37.995, 2055 MHz, 61, 13.03 W, 0 %, 0 %
2026/07/19 10:16:38.199, 2055 MHz, 62, 12.92 W, 0 %, 0 %
2026/07/19 10:16:38.412, 2055 MHz, 62, 12.92 W, 0 %, 0 %
2026/07/19 10:16:38.620, 2055 MHz, 62, 12.92 W, 0 %, 0 %
2026/07/19 10:16:38.829, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:16:39.530, 2055 MHz, 61, 10.61 W, 0 %, 0 %
2026/07/19 10:16:39.731, 2055 MHz, 61, 10.61 W, 0 %, 0 %
2026/07/19 10:16:39.934, 2055 MHz, 62, 13.10 W, 0 %, 0 %
2026/07/19 10:16:40.140, 2055 MHz, 62, 13.10 W, 0 %, 0 %
2026/07/19 10:16:40.345, 2055 MHz, 62, 13.10 W, 0 %, 0 %
2026/07/19 10:16:40.549, 2055 MHz, 62, 13.01 W, 0 %, 0 %
2026/07/19 10:16:40.750, 2055 MHz, 62, 13.01 W, 0 %, 0 %
2026/07/19 10:16:40.952, 2055 MHz, 62, 13.03 W, 0 %, 0 %
2026/07/19 10:16:41.154, 2055 MHz, 62, 13.03 W, 0 %, 0 %
2026/07/19 10:16:41.357, 2055 MHz, 62, 13.03 W, 0 %, 0 %
2026/07/19 10:16:41.560, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:16:42.145, 2055 MHz, 61, 10.69 W, 0 %, 0 %
2026/07/19 10:16:42.348, 2055 MHz, 61, 10.69 W, 0 %, 0 %
2026/07/19 10:16:42.563, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:16:43.110, 2055 MHz, 61, 10.40 W, 0 %, 0 %
2026/07/19 10:16:43.313, 2055 MHz, 61, 10.40 W, 0 %, 0 %
2026/07/19 10:16:43.515, 2055 MHz, 62, 13.01 W, 0 %, 0 %
2026/07/19 10:16:43.719, 2055 MHz, 62, 13.01 W, 0 %, 0 %
2026/07/19 10:16:43.922, 2055 MHz, 62, 13.01 W, 0 %, 0 %
2026/07/19 10:16:44.131, 2055 MHz, 62, 12.93 W, 0 %, 0 %
2026/07/19 10:16:44.336, 1380 MHz, 48, 15.15 W, 0 %, 0 %
2026/07/19 10:16:44.958, 2055 MHz, 61, 10.76 W, 0 %, 0 %
2026/07/19 10:16:45.164, 2055 MHz, 61, 10.76 W, 0 %, 0 %
2026/07/19 10:16:45.367, 2055 MHz, 62, 12.96 W, 0 %, 0 %
2026/07/19 10:16:45.571, 2055 MHz, 62, 12.96 W, 0 %, 0 %
2026/07/19 10:16:45.777, 2055 MHz, 62, 12.96 W, 0 %, 0 %
2026/07/19 10:16:45.980, 2055 MHz, 62, 12.93 W, 0 %, 0 %
2026/07/19 10:16:46.182, 2055 MHz, 62, 12.93 W, 0 %, 0 %
2026/07/19 10:16:46.383, 2055 MHz, 62, 12.94 W, 0 %, 0 %
2026/07/19 10:16:46.587, 2055 MHz, 62, 12.94 W, 0 %, 0 %
2026/07/19 10:16:46.799, 2055 MHz, 62, 12.94 W, 0 %, 0 %
2026/07/19 10:16:47.003, 2055 MHz, 62, 12.95 W, 0 %, 0 %
2026/07/19 10:16:47.216, 2055 MHz, 62, 12.95 W, 0 %, 0 %
2026/07/19 10:16:47.417, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:16:48.035, 2055 MHz, 61, 10.51 W, 0 %, 0 %
2026/07/19 10:16:48.237, 2055 MHz, 61, 10.51 W, 0 %, 0 %
2026/07/19 10:16:48.448, 2055 MHz, 62, 12.95 W, 0 %, 0 %
2026/07/19 10:16:48.651, 2055 MHz, 62, 12.95 W, 0 %, 0 %
2026/07/19 10:16:48.862, 2055 MHz, 62, 12.95 W, 0 %, 0 %
2026/07/19 10:16:49.064, 2055 MHz, 62, 12.94 W, 0 %, 0 %
