timestamp, clocks.current.sm [MHz], temperature.gpu, power.draw [W], utilization.gpu [%], utilization.memory [%]
2026/07/19 10:45:01.500, 1755 MHz, 66, 20.52 W, 18 %, 3 %
2026/07/19 10:45:01.708, 1755 MHz, 66, 20.52 W, 18 %, 3 %
2026/07/19 10:45:01.911, 1545 MHz, 65, 15.92 W, 32 %, 5 %
2026/07/19 10:45:02.116, 1545 MHz, 65, 15.92 W, 32 %, 5 %
2026/07/19 10:45:02.319, 1545 MHz, 65, 15.92 W, 32 %, 5 %
2026/07/19 10:45:02.522, 1530 MHz, 65, 15.80 W, 36 %, 6 %
2026/07/19 10:45:02.723, 1530 MHz, 65, 15.80 W, 36 %, 6 %
2026/07/19 10:45:02.924, 2070 MHz, 66, 16.98 W, 40 %, 7 %
2026/07/19 10:45:03.126, 2070 MHz, 66, 16.98 W, 40 %, 7 %
2026/07/19 10:45:03.341, 2175 MHz, 66, 18.91 W, 33 %, 7 %
2026/07/19 10:45:03.544, 2175 MHz, 66, 18.91 W, 33 %, 7 %
2026/07/19 10:45:03.747, 2175 MHz, 66, 18.91 W, 33 %, 7 %
2026/07/19 10:45:03.950, 2595 MHz, 67, 22.06 W, 36 %, 7 %
2026/07/19 10:45:04.153, 2595 MHz, 67, 22.06 W, 36 %, 7 %
2026/07/19 10:45:04.366, 2595 MHz, 68, 25.08 W, 40 %, 9 %
2026/07/19 10:45:04.580, 2595 MHz, 68, 25.08 W, 40 %, 9 %
2026/07/19 10:45:04.784, 2595 MHz, 68, 25.08 W, 40 %, 9 %
2026/07/19 10:45:04.985, 2685 MHz, 68, 28.43 W, 48 %, 10 %
2026/07/19 10:45:05.190, 2685 MHz, 68, 28.43 W, 48 %, 10 %
2026/07/19 10:45:05.392, 2685 MHz, 69, 31.52 W, 42 %, 12 %
2026/07/19 10:45:05.596, 2685 MHz, 69, 31.52 W, 42 %, 12 %
2026/07/19 10:45:05.811, 2685 MHz, 69, 31.52 W, 42 %, 12 %
2026/07/19 10:45:06.026, 2685 MHz, 70, 32.65 W, 44 %, 9 %
2026/07/19 10:45:06.228, 2685 MHz, 70, 32.65 W, 44 %, 9 %
2026/07/19 10:45:06.433, 2685 MHz, 69, 32.97 W, 48 %, 9 %
2026/07/19 10:45:06.637, 2685 MHz, 69, 32.97 W, 48 %, 9 %
2026/07/19 10:45:06.840, 2685 MHz, 69, 33.69 W, 39 %, 9 %
2026/07/19 10:45:07.041, 2685 MHz, 69, 33.69 W, 39 %, 9 %
2026/07/19 10:45:07.241, 2685 MHz, 69, 33.69 W, 39 %, 9 %
2026/07/19 10:45:07.450, 2685 MHz, 69, 34.38 W, 57 %, 14 %
2026/07/19 10:45:07.665, 2685 MHz, 69, 34.38 W, 57 %, 14 %
2026/07/19 10:45:07.868, 2685 MHz, 69, 33.10 W, 37 %, 10 %
2026/07/19 10:45:08.072, 2685 MHz, 69, 33.10 W, 37 %, 10 %
2026/07/19 10:45:08.275, 2685 MHz, 69, 33.10 W, 37 %, 10 %
2026/07/19 10:45:08.478, 2685 MHz, 69, 32.47 W, 43 %, 9 %
2026/07/19 10:45:08.681, 2685 MHz, 69, 32.47 W, 43 %, 9 %
2026/07/19 10:45:08.894, 2685 MHz, 71, 34.06 W, 51 %, 16 %
2026/07/19 10:45:09.097, 2685 MHz, 71, 34.06 W, 51 %, 16 %
2026/07/19 10:45:09.303, 2685 MHz, 71, 34.06 W, 51 %, 16 %
2026/07/19 10:45:09.506, 2685 MHz, 69, 33.83 W, 28 %, 5 %
2026/07/19 10:45:09.706, 2685 MHz, 69, 33.83 W, 28 %, 5 %
2026/07/19 10:45:09.909, 2685 MHz, 70, 34.04 W, 51 %, 13 %
2026/07/19 10:45:10.112, 2685 MHz, 70, 34.04 W, 51 %, 13 %
2026/07/19 10:45:10.313, 2685 MHz, 70, 34.04 W, 51 %, 13 %
2026/07/19 10:45:10.522, 2685 MHz, 70, 32.51 W, 48 %, 11 %
2026/07/19 10:45:10.726, 2685 MHz, 70, 32.51 W, 48 %, 11 %
2026/07/19 10:45:10.938, 2685 MHz, 71, 33.33 W, 52 %, 15 %
2026/07/19 10:45:11.151, 2685 MHz, 71, 33.33 W, 52 %, 15 %
2026/07/19 10:45:11.353, 2685 MHz, 69, 34.09 W, 32 %, 8 %
2026/07/19 10:45:11.556, 2685 MHz, 69, 34.09 W, 32 %, 8 %
2026/07/19 10:45:11.766, 2685 MHz, 69, 34.09 W, 32 %, 8 %
2026/07/19 10:45:11.968, 2685 MHz, 69, 30.51 W, 10 %, 3 %
2026/07/19 10:45:12.169, 2685 MHz, 69, 30.51 W, 10 %, 3 %
2026/07/19 10:45:12.379, 2685 MHz, 69, 27.79 W, 42 %, 7 %
2026/07/19 10:45:12.583, 2685 MHz, 69, 27.79 W, 42 %, 7 %
2026/07/19 10:45:12.787, 2685 MHz, 69, 27.79 W, 42 %, 7 %
2026/07/19 10:45:12.988, 2685 MHz, 69, 28.26 W, 27 %, 5 %
2026/07/19 10:45:13.189, 2685 MHz, 69, 28.26 W, 27 %, 5 %
2026/07/19 10:45:13.391, 2295 MHz, 68, 26.33 W, 22 %, 5 %
2026/07/19 10:45:13.594, 2295 MHz, 68, 26.33 W, 22 %, 5 %
2026/07/19 10:45:13.796, 2295 MHz, 68, 26.33 W, 22 %, 5 %
2026/07/19 10:45:13.998, 2205 MHz, 68, 23.24 W, 30 %, 6 %
2026/07/19 10:45:14.207, 2205 MHz, 68, 23.24 W, 30 %, 6 %
2026/07/19 10:45:14.407, 2190 MHz, 68, 21.14 W, 44 %, 10 %
2026/07/19 10:45:14.614, 2190 MHz, 68, 21.14 W, 44 %, 10 %
2026/07/19 10:45:14.822, 2190 MHz, 68, 21.14 W, 44 %, 10 %
2026/07/19 10:45:15.026, 2190 MHz, 68, 20.33 W, 17 %, 3 %
2026/07/19 10:45:15.241, 2190 MHz, 68, 20.33 W, 17 %, 3 %
2026/07/19 10:45:15.447, 2190 MHz, 68, 20.13 W, 26 %, 5 %
2026/07/19 10:45:15.648, 2190 MHz, 68, 20.13 W, 26 %, 5 %
2026/07/19 10:45:15.863, 2190 MHz, 68, 19.71 W, 24 %, 5 %
2026/07/19 10:45:16.065, 2190 MHz, 68, 19.71 W, 24 %, 5 %
2026/07/19 10:45:16.272, 2190 MHz, 68, 19.71 W, 24 %, 5 %
2026/07/19 10:45:16.479, 1860 MHz, 67, 19.43 W, 17 %, 3 %
2026/07/19 10:45:16.681, 1860 MHz, 67, 19.43 W, 17 %, 3 %
2026/07/19 10:45:16.884, 1665 MHz, 67, 17.70 W, 30 %, 5 %
2026/07/19 10:45:17.097, 1665 MHz, 67, 17.70 W, 30 %, 5 %
2026/07/19 10:45:17.302, 1665 MHz, 67, 17.70 W, 30 %, 5 %
2026/07/19 10:45:17.505, 1530 MHz, 67, 16.24 W, 27 %, 6 %
2026/07/19 10:45:17.706, 1530 MHz, 67, 16.24 W, 27 %, 6 %
2026/07/19 10:45:17.907, 1410 MHz, 67, 15.70 W, 34 %, 6 %
2026/07/19 10:45:18.111, 1410 MHz, 67, 15.70 W, 34 %, 6 %
2026/07/19 10:45:18.325, 1410 MHz, 67, 15.70 W, 34 %, 6 %
2026/07/19 10:45:18.539, 1395 MHz, 67, 15.38 W, 41 %, 6 %
2026/07/19 10:45:18.740, 1395 MHz, 67, 15.38 W, 41 %, 6 %
2026/07/19 10:45:18.941, 1350 MHz, 67, 15.33 W, 34 %, 5 %
2026/07/19 10:45:19.142, 1350 MHz, 67, 15.33 W, 34 %, 5 %
2026/07/19 10:45:19.346, 1260 MHz, 67, 15.04 W, 35 %, 5 %
2026/07/19 10:45:19.546, 1260 MHz, 67, 15.04 W, 35 %, 5 %
2026/07/19 10:45:19.747, 1260 MHz, 67, 15.04 W, 35 %, 5 %
2026/07/19 10:45:19.960, 1425 MHz, 67, 15.04 W, 44 %, 7 %
2026/07/19 10:45:20.163, 1425 MHz, 67, 15.04 W, 44 %, 7 %
2026/07/19 10:45:20.365, 1815 MHz, 67, 17.14 W, 35 %, 7 %
2026/07/19 10:45:20.569, 1815 MHz, 67, 17.14 W, 35 %, 7 %
2026/07/19 10:45:20.770, 1815 MHz, 67, 17.14 W, 35 %, 7 %
2026/07/19 10:45:20.971, 2325 MHz, 68, 28.49 W, 38 %, 8 %
2026/07/19 10:45:21.173, 2325 MHz, 68, 28.49 W, 38 %, 8 %
2026/07/19 10:45:21.375, 2325 MHz, 68, 23.56 W, 33 %, 6 %
2026/07/19 10:45:21.577, 2325 MHz, 68, 23.56 W, 33 %, 6 %
2026/07/19 10:45:21.777, 2325 MHz, 68, 23.56 W, 33 %, 6 %
2026/07/19 10:45:21.977, 2325 MHz, 68, 19.87 W, 22 %, 5 %
2026/07/19 10:45:22.179, 2325 MHz, 68, 19.87 W, 22 %, 5 %
2026/07/19 10:45:22.382, 1920 MHz, 68, 21.75 W, 32 %, 7 %
2026/07/19 10:45:22.582, 1920 MHz, 68, 21.75 W, 32 %, 7 %
2026/07/19 10:45:22.795, 1920 MHz, 68, 21.75 W, 32 %, 7 %
2026/07/19 10:45:22.995, 2205 MHz, 68, 19.73 W, 39 %, 8 %
2026/07/19 10:45:23.197, 2205 MHz, 68, 19.73 W, 39 %, 8 %
2026/07/19 10:45:23.399, 2280 MHz, 68, 20.55 W, 31 %, 6 %
2026/07/19 10:45:23.611, 2280 MHz, 68, 20.55 W, 31 %, 6 %
2026/07/19 10:45:23.812, 2280 MHz, 68, 20.55 W, 31 %, 6 %
2026/07/19 10:45:24.014, 2370 MHz, 69, 23.24 W, 43 %, 11 %
2026/07/19 10:45:24.217, 2370 MHz, 69, 23.24 W, 43 %, 11 %
2026/07/19 10:45:24.421, 2685 MHz, 70, 27.16 W, 34 %, 9 %
2026/07/19 10:45:24.636, 2685 MHz, 70, 27.16 W, 34 %, 9 %
2026/07/19 10:45:24.840, 2685 MHz, 70, 39.59 W, 44 %, 11 %
2026/07/19 10:45:25.042, 2685 MHz, 70, 39.59 W, 44 %, 11 %
2026/07/19 10:45:25.246, 2685 MHz, 70, 39.59 W, 44 %, 11 %
2026/07/19 10:45:25.449, 2685 MHz, 70, 34.79 W, 46 %, 10 %
2026/07/19 10:45:25.663, 2685 MHz, 70, 34.79 W, 46 %, 10 %
2026/07/19 10:45:25.865, 2670 MHz, 70, 34.58 W, 51 %, 14 %
2026/07/19 10:45:26.067, 2670 MHz, 70, 34.58 W, 51 %, 14 %
2026/07/19 10:45:26.281, 2670 MHz, 70, 34.58 W, 51 %, 14 %
2026/07/19 10:45:26.491, 2685 MHz, 71, 34.04 W, 47 %, 11 %
2026/07/19 10:45:26.692, 2685 MHz, 71, 34.04 W, 47 %, 11 %
2026/07/19 10:45:26.894, 2685 MHz, 70, 33.68 W, 44 %, 12 %
2026/07/19 10:45:27.098, 2685 MHz, 70, 33.68 W, 44 %, 12 %
2026/07/19 10:45:27.299, 2685 MHz, 70, 33.68 W, 44 %, 12 %
2026/07/19 10:45:27.507, 2685 MHz, 70, 29.97 W, 28 %, 6 %
2026/07/19 10:45:27.710, 2685 MHz, 70, 29.97 W, 28 %, 6 %
2026/07/19 10:45:27.912, 2685 MHz, 71, 34.09 W, 54 %, 15 %
2026/07/19 10:45:28.115, 2685 MHz, 71, 34.09 W, 54 %, 15 %
2026/07/19 10:45:28.318, 2685 MHz, 71, 34.09 W, 54 %, 15 %
2026/07/19 10:45:28.520, 2685 MHz, 71, 33.54 W, 41 %, 9 %
2026/07/19 10:45:28.723, 2685 MHz, 71, 33.54 W, 41 %, 9 %
2026/07/19 10:45:28.924, 2685 MHz, 71, 33.30 W, 43 %, 10 %
2026/07/19 10:45:29.126, 2685 MHz, 71, 33.30 W, 43 %, 10 %
2026/07/19 10:45:29.329, 2685 MHz, 71, 31.99 W, 31 %, 7 %
2026/07/19 10:45:29.532, 2685 MHz, 71, 31.99 W, 31 %, 7 %
2026/07/19 10:45:29.741, 2685 MHz, 71, 31.99 W, 31 %, 7 %
2026/07/19 10:45:29.943, 2685 MHz, 70, 32.31 W, 44 %, 10 %
2026/07/19 10:45:30.158, 2685 MHz, 70, 32.31 W, 44 %, 10 %
2026/07/19 10:45:30.359, 2685 MHz, 71, 36.04 W, 55 %, 14 %
2026/07/19 10:45:30.563, 2685 MHz, 71, 36.04 W, 55 %, 14 %
2026/07/19 10:45:30.764, 2685 MHz, 71, 36.04 W, 55 %, 14 %
2026/07/19 10:45:30.967, 2685 MHz, 71, 34.76 W, 49 %, 10 %
2026/07/19 10:45:31.180, 2685 MHz, 71, 34.76 W, 49 %, 10 %
2026/07/19 10:45:31.391, 2685 MHz, 71, 32.83 W, 45 %, 10 %
2026/07/19 10:45:31.599, 2685 MHz, 71, 32.83 W, 45 %, 10 %
2026/07/19 10:45:31.800, 2685 MHz, 71, 32.83 W, 45 %, 10 %
2026/07/19 10:45:32.005, 2685 MHz, 71, 34.27 W, 40 %, 10 %
2026/07/19 10:45:32.207, 2685 MHz, 71, 34.27 W, 40 %, 10 %
2026/07/19 10:45:32.413, 2685 MHz, 71, 35.04 W, 52 %, 14 %
2026/07/19 10:45:32.615, 2685 MHz, 71, 35.04 W, 52 %, 14 %
2026/07/19 10:45:32.819, 2685 MHz, 71, 35.04 W, 52 %, 14 %
2026/07/19 10:45:33.022, 2685 MHz, 71, 35.03 W, 40 %, 11 %
2026/07/19 10:45:33.225, 2685 MHz, 71, 35.03 W, 40 %, 11 %
2026/07/19 10:45:33.426, 2685 MHz, 70, 31.55 W, 39 %, 8 %
2026/07/19 10:45:33.628, 2685 MHz, 70, 31.55 W, 39 %, 8 %
2026/07/19 10:45:33.833, 2685 MHz, 70, 31.56 W, 47 %, 10 %
2026/07/19 10:45:34.035, 2685 MHz, 70, 31.56 W, 47 %, 10 %
2026/07/19 10:45:34.240, 2685 MHz, 70, 31.56 W, 47 %, 10 %
2026/07/19 10:45:34.442, 2685 MHz, 72, 32.34 W, 39 %, 10 %
2026/07/19 10:45:34.650, 2685 MHz, 72, 32.34 W, 39 %, 10 %
2026/07/19 10:45:34.859, 2685 MHz, 72, 33.38 W, 56 %, 12 %
2026/07/19 10:45:35.063, 2685 MHz, 72, 33.38 W, 56 %, 12 %
2026/07/19 10:45:35.266, 2685 MHz, 72, 33.38 W, 56 %, 12 %
2026/07/19 10:45:35.470, 2685 MHz, 71, 34.67 W, 45 %, 10 %
2026/07/19 10:45:35.681, 2685 MHz, 71, 34.67 W, 45 %, 10 %
2026/07/19 10:45:35.881, 2685 MHz, 72, 35.33 W, 52 %, 12 %
2026/07/19 10:45:36.097, 2685 MHz, 72, 35.33 W, 52 %, 12 %
2026/07/19 10:45:36.298, 2685 MHz, 72, 35.33 W, 52 %, 12 %
2026/07/19 10:45:36.500, 2685 MHz, 72, 35.36 W, 53 %, 13 %
2026/07/19 10:45:36.712, 2685 MHz, 72, 35.36 W, 53 %, 13 %
2026/07/19 10:45:36.927, 2685 MHz, 70, 35.12 W, 48 %, 7 %
2026/07/19 10:45:37.131, 2685 MHz, 70, 35.12 W, 48 %, 7 %
2026/07/19 10:45:37.335, 2685 MHz, 70, 34.14 W, 45 %, 10 %
2026/07/19 10:45:37.536, 2685 MHz, 70, 34.14 W, 45 %, 10 %
2026/07/19 10:45:37.739, 2685 MHz, 70, 34.14 W, 45 %, 10 %
2026/07/19 10:45:37.942, 2685 MHz, 72, 36.76 W, 50 %, 13 %
2026/07/19 10:45:38.157, 2685 MHz, 72, 36.76 W, 50 %, 13 %
2026/07/19 10:45:38.360, 2685 MHz, 72, 36.20 W, 53 %, 14 %
2026/07/19 10:45:38.564, 2685 MHz, 72, 36.20 W, 53 %, 14 %
2026/07/19 10:45:38.770, 2685 MHz, 72, 36.20 W, 53 %, 14 %
2026/07/19 10:45:38.971, 2685 MHz, 72, 36.08 W, 42 %, 10 %
2026/07/19 10:45:39.177, 2685 MHz, 72, 36.08 W, 42 %, 10 %
2026/07/19 10:45:39.379, 2685 MHz, 71, 34.68 W, 39 %, 9 %
2026/07/19 10:45:39.589, 2685 MHz, 71, 34.68 W, 39 %, 9 %
2026/07/19 10:45:39.794, 2685 MHz, 71, 34.68 W, 39 %, 9 %
2026/07/19 10:45:39.997, 2685 MHz, 71, 32.07 W, 31 %, 5 %
2026/07/19 10:45:40.203, 2685 MHz, 71, 32.07 W, 31 %, 5 %
2026/07/19 10:45:40.407, 2685 MHz, 71, 31.92 W, 41 %, 9 %
2026/07/19 10:45:40.614, 2685 MHz, 71, 31.92 W, 41 %, 9 %
2026/07/19 10:45:40.815, 2685 MHz, 71, 31.92 W, 41 %, 9 %
2026/07/19 10:45:41.020, 2685 MHz, 72, 42.73 W, 55 %, 16 %
2026/07/19 10:45:41.232, 2685 MHz, 72, 42.73 W, 55 %, 16 %
2026/07/19 10:45:41.444, 2685 MHz, 71, 34.16 W, 35 %, 8 %
2026/07/19 10:45:41.648, 2685 MHz, 71, 34.16 W, 35 %, 8 %
2026/07/19 10:45:41.855, 2685 MHz, 73, 35.76 W, 44 %, 12 %
2026/07/19 10:45:42.062, 2685 MHz, 73, 35.76 W, 44 %, 12 %
2026/07/19 10:45:42.276, 2685 MHz, 73, 35.76 W, 44 %, 12 %
2026/07/19 10:45:42.479, 2685 MHz, 72, 36.80 W, 50 %, 11 %
2026/07/19 10:45:42.680, 2685 MHz, 72, 36.80 W, 50 %, 11 %
2026/07/19 10:45:42.891, 2685 MHz, 72, 33.77 W, 44 %, 10 %
2026/07/19 10:45:43.097, 2685 MHz, 72, 33.77 W, 44 %, 10 %
2026/07/19 10:45:43.305, 2685 MHz, 72, 33.77 W, 44 %, 10 %
2026/07/19 10:45:43.511, 2685 MHz, 71, 32.02 W, 38 %, 8 %
2026/07/19 10:45:43.724, 2685 MHz, 71, 32.02 W, 38 %, 8 %
2026/07/19 10:45:43.928, 2685 MHz, 71, 29.23 W, 40 %, 6 %
2026/07/19 10:45:44.131, 2685 MHz, 71, 29.23 W, 40 %, 6 %
2026/07/19 10:45:44.339, 2685 MHz, 71, 30.84 W, 36 %, 8 %
2026/07/19 10:45:44.554, 2685 MHz, 71, 30.84 W, 36 %, 8 %
2026/07/19 10:45:44.754, 2685 MHz, 71, 30.84 W, 36 %, 8 %
2026/07/19 10:45:44.959, 2685 MHz, 71, 33.56 W, 46 %, 11 %
2026/07/19 10:45:45.161, 2685 MHz, 71, 33.56 W, 46 %, 11 %
2026/07/19 10:45:45.375, 2685 MHz, 72, 34.70 W, 50 %, 16 %
2026/07/19 10:45:45.577, 2685 MHz, 72, 34.70 W, 50 %, 16 %
2026/07/19 10:45:45.780, 2685 MHz, 72, 34.70 W, 50 %, 16 %
2026/07/19 10:45:45.984, 2685 MHz, 73, 36.01 W, 53 %, 17 %
2026/07/19 10:45:46.190, 2685 MHz, 73, 36.01 W, 53 %, 17 %
2026/07/19 10:45:46.395, 2685 MHz, 72, 35.36 W, 45 %, 11 %
2026/07/19 10:45:46.605, 2685 MHz, 72, 35.36 W, 45 %, 11 %
2026/07/19 10:45:46.806, 2685 MHz, 72, 35.36 W, 45 %, 11 %
2026/07/19 10:45:47.021, 2685 MHz, 71, 35.06 W, 45 %, 11 %
2026/07/19 10:45:47.235, 2685 MHz, 71, 35.06 W, 45 %, 11 %
2026/07/19 10:45:47.441, 2685 MHz, 71, 32.07 W, 48 %, 8 %
2026/07/19 10:45:47.655, 2685 MHz, 71, 32.07 W, 48 %, 8 %
2026/07/19 10:45:47.867, 2685 MHz, 72, 35.34 W, 45 %, 11 %
2026/07/19 10:45:48.078, 2685 MHz, 72, 35.34 W, 45 %, 11 %
2026/07/19 10:45:48.287, 2685 MHz, 72, 35.34 W, 45 %, 11 %
2026/07/19 10:45:48.489, 2685 MHz, 72, 35.87 W, 46 %, 12 %
2026/07/19 10:45:48.690, 2685 MHz, 72, 35.87 W, 46 %, 12 %
2026/07/19 10:45:48.895, 2685 MHz, 73, 33.28 W, 48 %, 10 %
2026/07/19 10:45:49.109, 2685 MHz, 73, 33.28 W, 48 %, 10 %
2026/07/19 10:45:49.310, 2685 MHz, 73, 33.28 W, 48 %, 10 %
2026/07/19 10:45:49.511, 2685 MHz, 71, 31.56 W, 41 %, 8 %
2026/07/19 10:45:49.723, 2685 MHz, 71, 31.56 W, 41 %, 8 %
2026/07/19 10:45:49.936, 2685 MHz, 72, 35.92 W, 51 %, 10 %
2026/07/19 10:45:50.149, 2685 MHz, 72, 35.92 W, 51 %, 10 %
2026/07/19 10:45:50.350, 2685 MHz, 72, 36.88 W, 56 %, 14 %
2026/07/19 10:45:50.557, 2685 MHz, 72, 36.88 W, 56 %, 14 %
2026/07/19 10:45:50.761, 2685 MHz, 72, 36.88 W, 56 %, 14 %
2026/07/19 10:45:50.968, 2685 MHz, 72, 35.53 W, 51 %, 13 %
2026/07/19 10:45:51.180, 2685 MHz, 72, 35.53 W, 51 %, 13 %
2026/07/19 10:45:51.389, 2685 MHz, 71, 35.25 W, 38 %, 7 %
2026/07/19 10:45:51.597, 2685 MHz, 71, 35.25 W, 38 %, 7 %
2026/07/19 10:45:51.798, 2685 MHz, 71, 35.25 W, 38 %, 7 %
2026/07/19 10:45:52.009, 2685 MHz, 71, 35.51 W, 50 %, 8 %
2026/07/19 10:45:52.216, 2685 MHz, 71, 35.51 W, 50 %, 8 %
2026/07/19 10:45:52.431, 2685 MHz, 72, 33.65 W, 43 %, 10 %
2026/07/19 10:45:52.641, 2685 MHz, 72, 33.65 W, 43 %, 10 %
2026/07/19 10:45:52.849, 2685 MHz, 72, 33.26 W, 44 %, 9 %
2026/07/19 10:45:53.060, 2685 MHz, 72, 33.26 W, 44 %, 9 %
2026/07/19 10:45:53.272, 2685 MHz, 72, 33.26 W, 44 %, 9 %
2026/07/19 10:45:53.473, 2685 MHz, 72, 33.57 W, 48 %, 13 %
2026/07/19 10:45:53.677, 2685 MHz, 72, 33.57 W, 48 %, 13 %
2026/07/19 10:45:53.882, 2685 MHz, 72, 32.95 W, 44 %, 10 %
2026/07/19 10:45:54.085, 2685 MHz, 72, 32.95 W, 44 %, 10 %
2026/07/19 10:45:54.293, 2685 MHz, 72, 32.95 W, 44 %, 10 %
2026/07/19 10:45:54.494, 2685 MHz, 72, 32.97 W, 38 %, 9 %
2026/07/19 10:45:54.701, 2685 MHz, 72, 32.97 W, 38 %, 9 %
2026/07/19 10:45:54.904, 2685 MHz, 72, 33.12 W, 51 %, 9 %
2026/07/19 10:45:55.113, 2685 MHz, 72, 33.12 W, 51 %, 9 %
2026/07/19 10:45:55.315, 2685 MHz, 72, 33.12 W, 51 %, 9 %
2026/07/19 10:45:55.516, 2685 MHz, 72, 32.00 W, 1 %, 0 %
2026/07/19 10:45:55.717, 2685 MHz, 72, 32.00 W, 1 %, 0 %
2026/07/19 10:45:55.918, 2685 MHz, 72, 34.24 W, 46 %, 11 %
2026/07/19 10:45:56.120, 2685 MHz, 72, 34.24 W, 46 %, 11 %
2026/07/19 10:45:56.323, 2685 MHz, 72, 34.24 W, 46 %, 11 %
2026/07/19 10:45:56.533, 2685 MHz, 71, 33.31 W, 42 %, 8 %
2026/07/19 10:45:56.749, 2685 MHz, 71, 33.31 W, 42 %, 8 %
2026/07/19 10:45:56.962, 2685 MHz, 71, 31.82 W, 37 %, 7 %
2026/07/19 10:45:57.164, 2685 MHz, 71, 31.82 W, 37 %, 7 %
2026/07/19 10:45:57.368, 2685 MHz, 72, 33.40 W, 42 %, 9 %
2026/07/19 10:45:57.571, 2685 MHz, 72, 33.40 W, 42 %, 9 %
2026/07/19 10:45:57.774, 2685 MHz, 72, 33.40 W, 42 %, 9 %
2026/07/19 10:45:57.977, 2685 MHz, 71, 35.21 W, 55 %, 11 %
2026/07/19 10:45:58.180, 2685 MHz, 71, 35.21 W, 55 %, 11 %
2026/07/19 10:45:58.392, 2685 MHz, 72, 34.91 W, 48 %, 11 %
2026/07/19 10:45:58.602, 2685 MHz, 72, 34.91 W, 48 %, 11 %
2026/07/19 10:45:58.813, 2685 MHz, 72, 34.91 W, 48 %, 11 %
2026/07/19 10:45:59.014, 2685 MHz, 72, 35.39 W, 49 %, 14 %
2026/07/19 10:45:59.219, 2685 MHz, 72, 35.39 W, 49 %, 14 %
2026/07/19 10:45:59.432, 2685 MHz, 72, 34.82 W, 42 %, 9 %
2026/07/19 10:45:59.636, 2685 MHz, 72, 34.82 W, 42 %, 9 %
2026/07/19 10:45:59.838, 2685 MHz, 73, 34.76 W, 44 %, 12 %
2026/07/19 10:46:00.042, 2685 MHz, 73, 34.76 W, 44 %, 12 %
2026/07/19 10:46:00.247, 2685 MHz, 73, 34.76 W, 44 %, 12 %
2026/07/19 10:46:00.448, 2685 MHz, 72, 32.28 W, 42 %, 11 %
2026/07/19 10:46:00.652, 2685 MHz, 72, 32.28 W, 42 %, 11 %
2026/07/19 10:46:00.864, 2685 MHz, 72, 32.08 W, 36 %, 7 %
2026/07/19 10:46:01.067, 2685 MHz, 72, 32.08 W, 36 %, 7 %
2026/07/19 10:46:01.271, 2685 MHz, 72, 32.08 W, 36 %, 7 %
2026/07/19 10:46:01.475, 2685 MHz, 72, 32.24 W, 35 %, 6 %
2026/07/19 10:46:01.679, 2685 MHz, 72, 32.24 W, 35 %, 6 %
2026/07/19 10:46:01.881, 2685 MHz, 72, 35.14 W, 49 %, 11 %
2026/07/19 10:46:02.094, 2685 MHz, 72, 35.14 W, 49 %, 11 %
2026/07/19 10:46:02.298, 2685 MHz, 72, 35.14 W, 49 %, 11 %
2026/07/19 10:46:02.500, 2685 MHz, 72, 35.49 W, 39 %, 9 %
2026/07/19 10:46:02.703, 2685 MHz, 72, 35.49 W, 39 %, 9 %
2026/07/19 10:46:02.918, 2685 MHz, 72, 34.01 W, 54 %, 11 %
2026/07/19 10:46:03.129, 2685 MHz, 72, 34.01 W, 54 %, 11 %
2026/07/19 10:46:03.331, 2685 MHz, 72, 32.81 W, 51 %, 11 %
2026/07/19 10:46:03.547, 2685 MHz, 72, 32.81 W, 51 %, 11 %
2026/07/19 10:46:03.751, 2685 MHz, 72, 32.81 W, 51 %, 11 %
2026/07/19 10:46:03.952, 2685 MHz, 72, 32.94 W, 39 %, 9 %
2026/07/19 10:46:04.153, 2685 MHz, 72, 32.94 W, 39 %, 9 %
2026/07/19 10:46:04.362, 2685 MHz, 71, 30.69 W, 39 %, 7 %
2026/07/19 10:46:04.566, 2685 MHz, 71, 30.69 W, 39 %, 7 %
2026/07/19 10:46:04.779, 2685 MHz, 71, 30.69 W, 39 %, 7 %
2026/07/19 10:46:04.983, 2685 MHz, 72, 32.06 W, 43 %, 13 %
2026/07/19 10:46:05.185, 2685 MHz, 72, 32.06 W, 43 %, 13 %
2026/07/19 10:46:05.386, 2685 MHz, 72, 33.96 W, 41 %, 8 %
2026/07/19 10:46:05.596, 2685 MHz, 72, 33.96 W, 41 %, 8 %
2026/07/19 10:46:05.805, 2685 MHz, 72, 33.96 W, 41 %, 8 %
2026/07/19 10:46:06.009, 2685 MHz, 72, 34.94 W, 46 %, 10 %
2026/07/19 10:46:06.216, 2685 MHz, 72, 34.94 W, 46 %, 10 %
2026/07/19 10:46:06.430, 2685 MHz, 72, 40.84 W, 56 %, 16 %
2026/07/19 10:46:06.633, 2685 MHz, 72, 40.84 W, 56 %, 16 %
2026/07/19 10:46:06.835, 2685 MHz, 72, 34.28 W, 42 %, 9 %
2026/07/19 10:46:07.039, 2685 MHz, 72, 34.28 W, 42 %, 9 %
2026/07/19 10:46:07.254, 2685 MHz, 72, 34.28 W, 42 %, 9 %
2026/07/19 10:46:07.457, 2685 MHz, 72, 34.61 W, 51 %, 9 %
2026/07/19 10:46:07.658, 2685 MHz, 72, 34.61 W, 51 %, 9 %
2026/07/19 10:46:07.861, 2685 MHz, 72, 34.31 W, 54 %, 10 %
