prompt_idx,pos,input_token,wall_ms,embed_gpu_ms,attention_gpu_ms,router_gpu_ms,experts_gpu_ms,final_gpu_ms,h2d_bytes,d2h_bytes,d2d_bytes,vram_used_bytes
0,175,3974,224.932700,0.101600,20.831499,3.410400,198.792603,1.745900,0,3076,196608,5908201472
0,176,6860,144.085600,0.032300,21.194099,4.077100,117.013603,1.719100,0,3076,196608,5908201472
0,177,17671,117.123200,0.052100,21.093901,3.531700,90.688301,1.713500,0,3076,196608,5908201472
0,178,8,153.415200,0.043800,21.069799,3.524800,127.005997,1.718100,0,3076,196608,5908201472
0,179,488,157.472200,0.108300,21.021000,3.151500,131.484100,1.660000,0,3076,196608,5908201472
0,180,6149,162.452900,0.029200,22.342199,4.280200,134.034500,1.716900,0,3076,196608,5908201472
0,181,488,154.994900,0.039600,22.243200,5.963000,124.983597,1.713300,0,3076,196608,5908201472
0,182,3974,319.683100,0.059000,22.642700,5.829200,289.373596,1.721900,0,3076,196608,5908201472
0,183,6860,234.110600,0.057700,22.789600,5.984100,203.529800,1.697400,0,3076,196608,5908201472
0,184,27704,255.568500,0.042300,22.498501,5.011700,226.243805,1.723000,0,3076,196608,5908201472
0,185,340,214.140700,0.046900,21.182800,3.421300,187.774902,1.671400,0,3076,196608,5908201472
0,186,73594,204.257700,0.028600,21.389000,3.864600,177.238205,1.696900,0,3076,196608,5908201472
0,187,4710,162.698700,0.033100,21.603701,4.388500,134.899902,1.726800,0,3076,196608,5908201472
0,188,73594,179.511800,0.048600,21.351500,3.479000,152.876602,1.699000,0,3076,196608,5908201472
0,189,12669,239.045900,0.053900,21.417200,3.694600,212.163605,1.670100,0,3076,196608,5908201472
0,190,198,123.142000,0.032600,21.567499,3.352000,96.425499,1.723700,0,3076,196608,5908201472
0,191,750,123.057200,0.039000,20.951099,3.389800,96.942902,1.684100,0,3076,196608,5908201472
0,192,3974,202.042600,0.040700,21.095900,3.550700,175.574295,1.731400,0,3076,196608,5908201472
0,193,6860,160.658600,0.045500,21.367100,3.730800,133.763199,1.696900,0,3076,196608,5908201472
0,194,10939,145.423300,0.050000,21.095200,3.283200,119.264900,1.684800,0,3076,196608,5908201472
0,195,982,238.252300,0.046500,21.151699,3.131500,212.132797,1.740900,0,3076,196608,5908201472
0,196,262,111.669700,0.047900,21.134300,3.331800,85.442497,1.675000,0,3076,196608,5908201472
0,197,421,139.802900,0.026800,21.058599,3.182900,113.779800,1.703400,0,3076,196608,5908201472
0,198,2422,204.230100,0.037800,21.170000,3.395300,177.855301,1.723700,0,3076,196608,5908201472
0,199,10939,121.226300,0.030900,21.462601,3.394500,94.584396,1.671800,0,3076,196608,5908201472
0,200,8,150.664900,0.048700,21.368799,3.521300,124.008202,1.677000,0,3076,196608,5908201472
0,201,2651,154.339900,0.026200,21.483500,3.319200,127.772400,1.696900,0,3076,196608,5908201472
0,202,220,352.725000,0.028900,21.285601,3.401000,326.264191,1.699200,0,3076,196608,5908201472
0,203,16,231.747100,0.035400,21.504400,3.568500,204.872604,1.721900,0,3076,196608,5908201472
0,204,510,226.931700,0.030800,21.305500,3.359100,200.522995,1.669600,0,3076,196608,5908201472
0,205,286,183.112000,0.031100,21.495001,3.537700,156.214401,1.790600,0,3076,196608,5908201472
0,206,470,124.445500,0.037900,21.390699,3.268500,98.016899,1.688700,0,3076,196608,5908201472
0,207,2890,164.389100,0.028400,21.116600,3.243000,138.258606,1.697600,0,3076,196608,5908201472
0,208,198,217.661900,0.039400,21.557600,3.795700,190.538803,1.681900,0,3076,196608,5908201472
0,209,262,106.611600,0.032500,21.584299,3.664500,79.580101,1.709000,0,3076,196608,5908201472
0,210,26045,167.076000,0.029400,21.448500,3.307800,140.545898,1.706600,0,3076,196608,5908201472
0,211,284,130.832600,0.044800,21.315399,3.225600,104.520500,1.687800,0,3076,196608,5908201472
0,212,2890,133.227400,0.043700,21.482700,3.647900,106.348602,1.666900,0,3076,196608,5908201472
